date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:01:18	8424/8424	---M-Z	200	added ('OK')	text/css	date:Wed,%2016%20Apr%202025%2023:01:19%20GMT	https://use.typekit.net/tcf1vwe.css	D:/Larp/truthoutfr/use.typekit.net/tcf1vwe.css	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:19	2200/2200	---M-Z	200	added ('OK')	application/javascript	etag:%224b60d3ea13c42468679685c32a1680ac%22	https://chimpstatic.com/mcjs-connected/js/users/913e3fb0c16829e59f7694d2a/4726dae6779b3469917d97674.js	D:/Larp/truthoutfr/chimpstatic.com/mcjs-connected/js/users/913e3fb0c16829e59f7694d2a/4726dae6779b3469917d97674.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:19	7407/7407	---MCZ	200	added ('OK')	text/html	etag:W/%22e9b04ad509ffb00302d9625f75774548%22	https://cdn.flipboard.com/web/buttons/js/flbuttons.min.js	D:/Larp/truthoutfr/cdn.flipboard.com/web/buttons/js/flbuttons.min.html	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:19	658/658	---M--	200	added ('OK')	image/png	etag:%22638d4cf9-2c9%22	https://truthout.org/app/uploads/2018/03/cropped-Truthout-T-logo-sq-1200x1200-e1521532408148-60x60.png	D:/Larp/truthoutfr/truthout.org/app/uploads/2018/03/cropped-Truthout-T-logo-sq-1200x1200-e1521532408148-60x60.png	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:19	2281/2281	---M--	200	added ('OK')	image/png	etag:%2265c74aa3-d08%22	https://truthout.org/app/uploads/2018/03/cropped-Truthout-T-logo-sq-1200x1200-e1521532408148-200x200.png	D:/Larp/truthoutfr/truthout.org/app/uploads/2018/03/cropped-Truthout-T-logo-sq-1200x1200-e1521532408148-200x200.png	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:20	78008/78008	---M--	200	added ('OK')	image/jpeg	etag:%2267fffa2e-13d6b%22	https://truthout.org/app/uploads/2025/04/2025_0416-la-protest-1200x800.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0416-la-protest-1200x800.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:20	30776/30776	---M--	200	added ('OK')	image/jpeg	etag:%226761b340-7baa%22	https://truthout.org/app/uploads/2024/12/2024_1217-schools-1-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2024/12/2024_1217-schools-1-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:20	1022/1022	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2218a5cb58c1e81f7f065f3294e147defd%22	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/feed/?withoutcomments=1	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/feed/index80da.html	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:20	15862/15862	---M--	200	added ('OK')	image/jpeg	etag:%2265eb6f44-3f03%22	https://truthout.org/app/uploads/2018/03/seidman-head-shot-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2018/03/seidman-head-shot-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:20	20062/20062	---M--	200	added ('OK')	image/jpeg	etag:%22679f972d-5647%22	https://truthout.org/app/uploads/2025/01/GettyImages-2043357093-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/01/GettyImages-2043357093-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:21	31770/31770	---M--	200	added ('OK')	image/jpeg	etag:%2267a10206-b899%22	https://truthout.org/app/uploads/2025/02/GettyImages-2197342737-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/02/GettyImages-2197342737-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:21	21279/21279	---M--	200	added ('OK')	image/jpeg	etag:%2267a4f857-54c2%22	https://truthout.org/app/uploads/2025/02/Gi-j02bXMAArzhm-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/02/Gi-j02bXMAArzhm-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:21	17424/17424	---M--	200	added ('OK')	image/jpeg	etag:%2267fffed7-6491%22	https://truthout.org/app/uploads/2025/04/2025_0416-dhs-letters-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0416-dhs-letters-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:21	17865/17865	---M--	200	added ('OK')	image/jpeg	etag:%2267ffedd1-461f%22	https://truthout.org/app/uploads/2025/04/2025_0416-el-salvador-prison-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0416-el-salvador-prison-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:21	21748/21748	---M--	200	added ('OK')	image/jpeg	etag:%2267ffc92f-8234%22	https://truthout.org/app/uploads/2025/04/2025_0416-purdue-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0416-purdue-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:22	16537/16537	---M--	200	added ('OK')	image/jpeg	etag:%2267fead5d-40e4%22	https://truthout.org/app/uploads/2025/04/2025_0415-van-hollen-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0415-van-hollen-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:22	26273/26273	---M--	200	added ('OK')	image/jpeg	etag:%2267fe624c-6941%22	https://truthout.org/app/uploads/2025/04/2025_0415-columbia-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0415-columbia-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:22	20963/20963	---M--	200	added ('OK')	image/jpeg	etag:%2267fd5dcd-536b%22	https://truthout.org/app/uploads/2025/04/2025_0414-bukele-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0414-bukele-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:22	31325/31325	---M--	200	added ('OK')	image/jpeg	etag:%2267fd20f0-7ddf%22	https://truthout.org/app/uploads/2025/04/2025_0414-po-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0414-po-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:22	14365/14365	---M--	200	added ('OK')	image/jpeg	etag:%2267fd1c22-381d%22	https://truthout.org/app/uploads/2025/04/2025_0414-ice-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/2025_0414-ice-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:23	17330/17330	---M--	200	added ('OK')	image/jpeg	etag:%2267f98030-5ca2%22	https://truthout.org/app/uploads/2025/04/GettyImages-2202143370-400x300.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2025/04/GettyImages-2202143370-400x300.jpg	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:23	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267fcafd1-4d7%22	https://truthout.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/Larp/truthoutfr/truthout.org/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:23	75196/75196	---MCZ	200	added ('OK')	application/javascript	etag:W/%226763b41c-125bc%22	https://truthout.org/app/plugins/advanced-ads-pro/assets/js/base.min.js?ver=2.28.2	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-pro/assets/js/base.min8ada.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:23	28768/28768	---MCZ	200	added ('OK')	application/javascript	etag:W/%226763b916-7060%22	https://truthout.org/app/plugins/advanced-ads-layer/public/assets/js/layer.js?ver=1.7.11	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-layer/public/assets/js/layerad17.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:24	6324/6324	---MCZ	200	added ('OK')	application/javascript	etag:W/%226763ba22-18b4%22	https://truthout.org/app/plugins/advanced-ads-sticky-ads/public/assets/js/sticky.js?ver=1.8.8	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-sticky-ads/public/assets/js/sticky3cf4.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:24	7910/7910	---MCZ	200	added ('OK')	application/javascript	etag:W/%226763b41c-1ee6%22	https://truthout.org/app/plugins/advanced-ads-pro/assets/js/advanced-ads-pro.min.js?ver=2.28.2	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-pro/assets/js/advanced-ads-pro.min8ada.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:24	10765/10765	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677f298a-2a0d%22	https://truthout.org/app/plugins/advanced-ads-tracking/public/assets/js/dist/tracking.min.js?ver=2.8.4	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-tracking/public/assets/js/dist/tracking.min5e0b.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:24	4195/4195	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677f298a-1063%22	https://truthout.org/app/plugins/advanced-ads-tracking/public/assets/js/dist/ga-tracking.min.js?ver=2.8.4	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-tracking/public/assets/js/dist/ga-tracking.min5e0b.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:25	1189/1189	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677f298a-4a5%22	https://truthout.org/app/plugins/advanced-ads-tracking/public/assets/js/dist/delayed.min.js?ver=2.8.4	D:/Larp/truthoutfr/truthout.org/app/plugins/advanced-ads-tracking/public/assets/js/dist/delayed.min5e0b.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:25	347211/347211	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ca546b-54c4b%22	https://truthout.org/app/themes/truthout5/public/scripts/vendor.js?id=4b227f13da4e3b7bf9d7a98b87181960	D:/Larp/truthoutfr/truthout.org/app/themes/truthout5/public/scripts/vendor3a10.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:25	12653/12653	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ca546b-316d%22	https://truthout.org/app/themes/truthout5/public/scripts/app.js?id=df3032d7176dffca6eeb194a2de45b65	D:/Larp/truthoutfr/truthout.org/app/themes/truthout5/public/scripts/app0ade.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:25	3536/3536	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267ca546b-dd0%22	https://truthout.org/app/themes/truthout5/public/scripts/exclusives.js?id=fc40c9368dbea8659941b2a312c90c3f	D:/Larp/truthoutfr/truthout.org/app/themes/truthout5/public/scripts/exclusivese7a4.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:25	457/457	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ba444c-1c9%22	https://truthout.org/wp/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	D:/Larp/truthoutfr/truthout.org/wp/wp-includes/js/dist/dom-ready.min5346.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:26	4776/4776	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fa3304-12a8%22	https://truthout.org/wp/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	D:/Larp/truthoutfr/truthout.org/wp/wp-includes/js/dist/hooks.min4fdd.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:26	9141/9141	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265ce417c-23b5%22	https://truthout.org/wp/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	D:/Larp/truthoutfr/truthout.org/wp/wp-includes/js/dist/i18n.minc33c.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:26	2358/2358	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ecd618-936%22	https://truthout.org/wp/wp-includes/js/dist/a11y.min.js?ver=3156534cc54473497e14	D:/Larp/truthoutfr/truthout.org/wp/wp-includes/js/dist/a11y.min3f73.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:26	1836/1836	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fc1f16-72c%22	https://truthout.org/app/plugins/gravityforms/js/jquery.json.min.js?ver=2.8.18	D:/Larp/truthoutfr/truthout.org/app/plugins/gravityforms/js/jquery.json.mindf1a.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:27	46736/46736	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fc1f16-b690%22	https://truthout.org/app/plugins/gravityforms/js/gravityforms.min.js?ver=2.8.18	D:/Larp/truthoutfr/truthout.org/app/plugins/gravityforms/js/gravityforms.mindf1a.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:27	4639/4639	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fc1f16-121f%22	https://truthout.org/app/plugins/gravityforms/js/placeholders.jquery.min.js?ver=2.8.18	D:/Larp/truthoutfr/truthout.org/app/plugins/gravityforms/js/placeholders.jquery.mindf1a.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:27	38829/38829	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fc1f7a-97ad%22	https://truthout.org/app/plugins/gravityforms/assets/js/dist/utils.min.js?ver=50c7bea9c2320e16728e44ae9fde5f26	D:/Larp/truthoutfr/truthout.org/app/plugins/gravityforms/assets/js/dist/utils.minbdb4.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:27	17290/17290	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fc1f74-438a%22	https://truthout.org/app/plugins/gravityforms/assets/js/dist/vendor-theme.min.js?ver=54e7080aa7a02c83aa61fae430b9d869	D:/Larp/truthoutfr/truthout.org/app/plugins/gravityforms/assets/js/dist/vendor-theme.minca9e.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:28	4163/4163	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266fc1f74-1043%22	https://truthout.org/app/plugins/gravityforms/assets/js/dist/scripts-theme.min.js?ver=bab19fd84843dabc070e73326d787910	D:/Larp/truthoutfr/truthout.org/app/plugins/gravityforms/assets/js/dist/scripts-theme.min00af.js	(from https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/)
16:01:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Apr%202025%2023:01:29%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/a	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/a.34.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Apr%202025%2023:01:30%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/POST	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/POST	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:30	196218/196218	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Apr%202025%2023:01:30%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/b.resolvedLink	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:30	196192/196192	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Apr%202025%2023:01:30%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/schema.org/	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Apr%202025%2023:01:31%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/e	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/e	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:30	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Apr%202025%2023:01:31%20GMT	https://truthout.org/signals/iwl.js	D:/Larp/truthoutfr/truthout.org/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:31	196160/196160	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Apr%202025%2023:01:32%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/c.dl	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:32	196208/196208	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Apr%202025%2023:01:32%20GMT	https://truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/c.rl	D:/Larp/truthoutfr/truthout.org/articles/los-angeles-teachers-union-defends-students-from-trumps-anti-migrant-crackdown/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
16:01:32	5/5	---M--	200	added ('OK')	text/css	etag:%2267c15194-5%22	https://p.typekit.net/p.css?s=1&k=tcf1vwe&ht=tk&f=137.139.175.176.5474.5475.7853.7855.7856.7858.18304&a=3572351&app=typekit&e=css	D:/Larp/truthoutfr/p.typekit.net/p36cc.css	(from https://use.typekit.net/tcf1vwe.css)
16:01:33	490726/490726	---M--	200	added ('OK')	image/jpeg	etag:%2265c74b0f-88a50%22	https://truthout.org/app/uploads/2018/12/2018_1211-fund-1.jpg	D:/Larp/truthoutfr/truthout.org/app/uploads/2018/12/2018_1211-fund-1.jpg	(from https://truthout.org/app/themes/truthout5/public/styles/app.css?id=3881c13315d96b8d554c34caf140ad7c)
16:01:33	30568/30568	---M--	200	added ('OK')	application/font-woff2	etag:%225e905b8cd3d962359b3203124832f7b4290f7068%22	https://use.typekit.net/af/e3ed45/00000000000000007735e602/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n9&v=3	D:/Larp/truthoutfr/use.typekit.net/af/e3ed45/00000000000000007735e602/30/lc150	(from https://use.typekit.net/tcf1vwe.css)
16:01:33	32292/32292	---M--	200	added ('OK')	application/font-woff	etag:%225e905b8cd3d962359b3203124832f7b4290f7068%22	https://use.typekit.net/af/e3ed45/00000000000000007735e602/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n9&v=3	D:/Larp/truthoutfr/use.typekit.net/af/e3ed45/00000000000000007735e602/30/dc150	(from https://use.typekit.net/tcf1vwe.css)
16:01:33	65552/65552	---M-Z	200	added ('OK')	font/opentype	etag:W/%225e905b8cd3d962359b3203124832f7b4290f7068%22	https://use.typekit.net/af/e3ed45/00000000000000007735e602/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n9&v=3	D:/Larp/truthoutfr/use.typekit.net/af/e3ed45/00000000000000007735e602/30/ac150	(from https://use.typekit.net/tcf1vwe.css)
16:01:33	31112/31112	---M--	200	added ('OK')	application/font-woff2	etag:%2209d1a94c81035c62708e0a513ee76d7886d15a25%22	https://use.typekit.net/af/2555e1/00000000000000007735e603/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/Larp/truthoutfr/use.typekit.net/af/2555e1/00000000000000007735e603/30/l652f	(from https://use.typekit.net/tcf1vwe.css)
16:01:34	33168/33168	---M--	200	added ('OK')	application/font-woff	etag:%2209d1a94c81035c62708e0a513ee76d7886d15a25%22	https://use.typekit.net/af/2555e1/00000000000000007735e603/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/Larp/truthoutfr/use.typekit.net/af/2555e1/00000000000000007735e603/30/d652f	(from https://use.typekit.net/tcf1vwe.css)
16:01:34	65644/65644	---M-Z	200	added ('OK')	font/opentype	etag:W/%2209d1a94c81035c62708e0a513ee76d7886d15a25%22	https://use.typekit.net/af/2555e1/00000000000000007735e603/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	D:/Larp/truthoutfr/use.typekit.net/af/2555e1/00000000000000007735e603/30/a652f	(from https://use.typekit.net/tcf1vwe.css)
